Fitness1,Fitness2,Weight0,Weight1,Weight2,Weight3,Weight4,Weight5,Weight6,Weight7,Weight8,Weight9,Weight10,Weight11,Weight12,Weight13,Weight14,Weight15,Weight16,Weight17,Weight18,Weight19,Weight20,Weight21,Weight22,Weight23,Weight24,Weight25,Weight26,Weight27,Weight28,Weight29,Weight30,Weight31,Weight32
262,262,0.05940196451383006,-0.3817820717894548,-1.4173667727603152,-2.73876380978888,1.3079178110037022,-0.48039563435428045,-2.015457986752504,-0.14199228321427493,-2.448412771819029,-2.036946599082105,0.4810027792303285,-2.9171184220989574,-1.9057215839263955,-1.6199508739248745,2.6282019933435476,1.9799941478759238,-2.9890846161884257,-2.832320659720255,-0.6941803658775203,0.32886963033115735,2.77465030888156,1.026066367747279,1.2831042938708288,0.2831122151702634,1.0594502888907247,2.4351500404843414,-0.8720060474523335,2.9740616157915634,1.5548145591736173,0.5819594315679811,-1.421282928313679,0.31849024027937056,0.0,
351,351,-1.457991758371655,0.8959204593902272,-2.8184853316261895,-2.2377281474869046,0.09997191002231776,2.1713819496150983,-0.3427757528559733,0.6922846883944945,-2.4931829917080592,-2.106866244993247,-1.4603175142629854,-0.06389748220565294,-2.386891341386406,-2.4701968964195236,2.7032683499242824,-2.4045115380581503,1.8445474157861308,2.230581367350515,-2.7559063293208483,-0.08955443464502233,2.6957917501127455,2.225291007401525,-2.0194614466328717,2.5051158565725244,1.245072432508458,2.7117980237834542,-1.7975073627985796,-2.394704752965363,0.4007952979484837,-0.2612587206371556,-0.10256242706531549,-0.044304010924948956,0.0,
409,409,-1.457991758371655,0.8959204593902272,-2.588868723125426,-2.73876380978888,1.314780306140547,2.1713819496150983,-1.125752809401602,-0.14199228321427493,0.8113037051793709,-2.036946599082105,-0.9228066213627937,-2.2065706587467684,-2.911343664286037,-2.4701968964195236,-0.15833309068636658,-0.7277089419448574,-2.9890846161884257,2.230581367350515,-0.6941803658775203,0.8340858287771452,2.77465030888156,2.4375210715637703,-0.10940831187732836,1.3927870192131957,1.0594502888907247,2.4351500404843414,-1.7975073627985796,-2.9616018727074267,1.5548145591736173,0.5819594315679811,-1.421282928313679,1.4020419752176463,0.0,
565,565,-1.457991758371655,-2.964443099766652,-2.588868723125426,-2.107906990403806,1.1682036287716204,2.1713819496150983,-1.125752809401602,-1.229969775711396,1.9979084850700515,-1.540875271804655,-1.4603175142629854,-2.2065706587467684,0.7098406631437556,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,2.230581367350515,-0.6941803658775203,-0.08955443464502233,0.5904874547245678,2.4375210715637703,-0.10940831187732836,-0.9414845488303445,1.0594502888907247,2.4351500404843414,-1.7975073627985796,-2.9616018727074267,1.5548145591736173,-0.06989319569645336,-0.37631938978590573,-0.044304010924948956,0.0,
723,723,-1.457991758371655,-0.3817820717894548,-2.8184853316261895,-2.107906990403806,1.1682036287716204,2.1713819496150983,-1.125752809401602,-1.229969775711396,-0.8316814364716508,-2.036946599082105,-1.4603175142629854,-0.06389748220565294,0.7098406631437556,-1.6199508739248745,2.3334892351091443,0.22096403611521143,-2.9890846161884257,2.230581367350515,-0.6941803658775203,-0.08955443464502233,2.77465030888156,1.026066367747279,-2.0194614466328717,2.5051158565725244,1.245072432508458,2.4351500404843414,-1.7975073627985796,-2.394704752965363,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,-0.044304010924948956,0.0,
759,759,-1.457991758371655,-2.964443099766652,-2.8184853316261895,-2.73876380978888,-0.8605852096273445,2.1713819496150983,-2.5023127981296103,-1.229969775711396,1.9979084850700515,-2.106866244993247,-1.4603175142629854,-2.2065706587467684,0.5770188134462333,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,2.230581367350515,-0.6941803658775203,0.32886963033115735,0.801413010303359,1.026066367747279,-0.10940831187732836,-1.3045314040431286,1.245072432508458,1.4137823574282926,-1.7975073627985796,0.6373244554243503,1.5548145591736173,-0.06989319569645336,2.0751397031352594,0.31849024027937056,0.0,
773,773,-1.457991758371655,-2.964443099766652,-2.8184853316261895,-2.107906990403806,-0.8605852096273445,2.1713819496150983,-1.125752809401602,-1.229969775711396,-0.8316814364716508,-2.036946599082105,-1.4603175142629854,-0.06389748220565294,0.5770188134462333,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,2.230581367350515,-0.6941803658775203,-0.08955443464502233,0.801413010303359,1.026066367747279,-2.0194614466328717,-1.3045314040431286,1.245072432508458,1.4137823574282926,-1.7975073627985796,-2.394704752965363,0.4007952979484837,-0.06989319569645336,2.0751397031352594,0.31849024027937056,0.0,
792,792,-1.457991758371655,-0.3817820717894548,-2.8184853316261895,-2.107906990403806,0.318005058395632,2.1713819496150983,-1.125752809401602,-1.229969775711396,1.9979084850700515,-2.036946599082105,-1.4603175142629854,-0.06389748220565294,0.7098406631437556,-2.4701968964195236,2.6162505072909914,0.22096403611521143,-2.9890846161884257,2.230581367350515,-0.6941803658775203,-0.08955443464502233,2.6957917501127455,1.026066367747279,-2.0194614466328717,2.5051158565725244,1.0594502888907247,1.5097392543091792,-1.7975073627985796,-2.394704752965363,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,-0.044304010924948956,0.0,
822,822,-1.457991758371655,-0.3817820717894548,-2.8184853316261895,-2.107906990403806,0.318005058395632,2.1713819496150983,-1.125752809401602,-1.229969775711396,1.9979084850700515,-2.036946599082105,-1.4603175142629854,-0.06389748220565294,0.7098406631437556,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,2.230581367350515,-0.6941803658775203,-0.08955443464502233,2.6957917501127455,1.026066367747279,-2.0194614466328717,-1.3045314040431286,1.245072432508458,1.5097392543091792,-1.7975073627985796,-2.9684665588598795,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,-0.044304010924948956,0.0,
822,822,-1.457991758371655,-0.3817820717894548,-2.8184853316261895,-2.107906990403806,0.318005058395632,2.1713819496150983,-1.125752809401602,-1.229969775711396,1.9979084850700515,-2.036946599082105,-1.4603175142629854,-0.06389748220565294,0.7098406631437556,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,2.230581367350515,-0.6941803658775203,-0.08955443464502233,2.6957917501127455,1.026066367747279,-2.0194614466328717,-1.3045314040431286,1.245072432508458,1.5097392543091792,-1.7975073627985796,-2.9684665588598795,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,-0.044304010924948956,0.0,
979,979,-1.457991758371655,2.5034967272407553,-2.8184853316261895,-2.107906990403806,0.318005058395632,2.1713819496150983,-0.3427757528559733,-1.229969775711396,-2.448412771819029,-2.036946599082105,-1.4603175142629854,-0.010851500971185812,0.7098406631437556,-2.4701968964195236,2.6162505072909914,0.22096403611521143,-2.9890846161884257,2.230581367350515,1.2754015661305176,-0.6039936135571595,0.5904874547245678,1.026066367747279,-2.0194614466328717,-1.3045314040431286,1.245072432508458,1.4137823574282926,-1.7975073627985796,-2.394704752965363,1.5548145591736173,-0.2612587206371556,-0.37631938978590573,-0.044304010924948956,0.0,
1032,1032,-1.457991758371655,-0.3817820717894548,-2.8184853316261895,-2.107906990403806,0.318005058395632,2.1713819496150983,-1.125752809401602,-1.3257109221796792,1.9979084850700515,-2.036946599082105,-1.4603175142629854,-0.06389748220565294,0.7098406631437556,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,2.230581367350515,-0.6941803658775203,-0.08955443464502233,0.801413010303359,1.026066367747279,-2.0194614466328717,2.5051158565725244,1.0594502888907247,2.4351500404843414,-1.7975073627985796,-2.394704752965363,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,-0.044304010924948956,0.0,
1129,1129,-1.457991758371655,-0.3817820717894548,-2.8184853316261895,-2.107906990403806,1.1682036287716204,2.1713819496150983,1.52472208757509,-1.229969775711396,1.9979084850700515,-2.036946599082105,-1.4603175142629854,-0.06389748220565294,0.5770188134462333,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,2.230581367350515,-0.6941803658775203,-0.08955443464502233,0.5904874547245678,1.026066367747279,-2.0194614466328717,2.5051158565725244,1.0594502888907247,1.5097392543091792,-1.7975073627985796,-2.9616018727074267,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,-0.044304010924948956,0.0,
1129,1129,-1.457991758371655,-0.3817820717894548,-2.8184853316261895,-2.107906990403806,1.1682036287716204,2.1713819496150983,1.52472208757509,-1.229969775711396,1.9979084850700515,-2.036946599082105,-1.4603175142629854,-0.06389748220565294,0.5770188134462333,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,2.230581367350515,-0.6941803658775203,-0.08955443464502233,0.5904874547245678,1.026066367747279,-2.0194614466328717,2.5051158565725244,1.0594502888907247,1.5097392543091792,-1.7975073627985796,-2.9616018727074267,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,-0.044304010924948956,0.0,
1129,1129,-1.457991758371655,-0.3817820717894548,-2.8184853316261895,-2.107906990403806,1.1682036287716204,2.1713819496150983,1.52472208757509,-1.229969775711396,1.9979084850700515,-2.036946599082105,-1.4603175142629854,-0.06389748220565294,0.5770188134462333,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,2.230581367350515,-0.6941803658775203,-0.08955443464502233,0.5904874547245678,1.026066367747279,-2.0194614466328717,2.5051158565725244,1.0594502888907247,1.5097392543091792,-1.7975073627985796,-2.9616018727074267,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,-0.044304010924948956,0.0,
1129,1129,-1.457991758371655,-0.3817820717894548,-2.8184853316261895,-2.107906990403806,1.1682036287716204,2.1713819496150983,1.52472208757509,-1.229969775711396,1.9979084850700515,-2.036946599082105,-1.4603175142629854,-0.06389748220565294,0.5770188134462333,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,2.230581367350515,-0.6941803658775203,-0.08955443464502233,0.5904874547245678,1.026066367747279,-2.0194614466328717,2.5051158565725244,1.0594502888907247,1.5097392543091792,-1.7975073627985796,-2.9616018727074267,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,-0.044304010924948956,0.0,
1129,1129,-1.457991758371655,-0.3817820717894548,-2.8184853316261895,-2.107906990403806,1.1682036287716204,2.1713819496150983,1.52472208757509,-1.229969775711396,1.9979084850700515,-2.036946599082105,-1.4603175142629854,-0.06389748220565294,0.5770188134462333,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,2.230581367350515,-0.6941803658775203,-0.08955443464502233,0.5904874547245678,1.026066367747279,-2.0194614466328717,2.5051158565725244,1.0594502888907247,1.5097392543091792,-1.7975073627985796,-2.9616018727074267,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,-0.044304010924948956,0.0,
1132,1132,1.597084124577245,-2.964443099766652,-2.8184853316261895,-2.107906990403806,0.318005058395632,2.1713819496150983,1.52472208757509,-1.3257109221796792,1.9979084850700515,-2.106866244993247,-1.4603175142629854,-0.06389748220565294,0.5770188134462333,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,1.375582865479482,1.2754015661305176,-0.08955443464502233,0.5904874547245678,1.026066367747279,-2.0194614466328717,2.5051158565725244,1.0594502888907247,1.5097392543091792,-1.7975073627985796,-2.394704752965363,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,0.31849024027937056,0.0,
1132,1132,1.597084124577245,-2.964443099766652,-2.8184853316261895,-2.107906990403806,0.318005058395632,2.1713819496150983,1.52472208757509,-1.3257109221796792,1.9979084850700515,-2.106866244993247,-1.4603175142629854,-0.06389748220565294,0.5770188134462333,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,1.375582865479482,1.2754015661305176,-0.08955443464502233,0.5904874547245678,1.026066367747279,-2.0194614466328717,2.5051158565725244,1.0594502888907247,1.5097392543091792,-1.7975073627985796,-2.394704752965363,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,0.31849024027937056,0.0,
1132,1132,1.597084124577245,-2.964443099766652,-2.8184853316261895,-2.107906990403806,0.318005058395632,2.1713819496150983,1.52472208757509,-1.3257109221796792,1.9979084850700515,-2.106866244993247,-1.4603175142629854,-0.06389748220565294,0.5770188134462333,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,1.375582865479482,1.2754015661305176,-0.08955443464502233,0.5904874547245678,1.026066367747279,-2.0194614466328717,2.5051158565725244,1.0594502888907247,1.5097392543091792,-1.7975073627985796,-2.394704752965363,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,0.31849024027937056,0.0,
1248,1248,1.597084124577245,0.08517328662043189,-2.8184853316261895,-2.107906990403806,-0.8605852096273445,2.1713819496150983,-1.125752809401602,-1.229969775711396,0.9916916328662888,-2.106866244993247,-1.4603175142629854,-0.06389748220565294,0.5770188134462333,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,1.375582865479482,-0.6941803658775203,-0.08955443464502233,0.801413010303359,1.026066367747279,-2.0194614466328717,2.3323720167088586,1.0594502888907247,2.4351500404843414,-1.7975073627985796,-2.394704752965363,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,0.31849024027937056,0.0,
1248,1248,1.597084124577245,0.08517328662043189,-2.8184853316261895,-2.107906990403806,-0.8605852096273445,2.1713819496150983,-1.125752809401602,-1.229969775711396,0.9916916328662888,-2.106866244993247,-1.4603175142629854,-0.06389748220565294,0.5770188134462333,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,1.375582865479482,-0.6941803658775203,-0.08955443464502233,0.801413010303359,1.026066367747279,-2.0194614466328717,2.3323720167088586,1.0594502888907247,2.4351500404843414,-1.7975073627985796,-2.394704752965363,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,0.31849024027937056,0.0,
1339,1339,-1.457991758371655,1.3303299948125338,-2.8184853316261895,2.1288225164914047,-0.8605852096273445,2.1713819496150983,-1.125752809401602,-1.3257109221796792,1.9979084850700515,-2.106866244993247,-1.4603175142629854,-0.06389748220565294,0.5770188134462333,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,1.375582865479482,-0.6941803658775203,-0.08955443464502233,0.801413010303359,1.026066367747279,-2.0194614466328717,2.5051158565725244,1.0594502888907247,1.5097392543091792,-1.7975073627985796,-2.394704752965363,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,0.31849024027937056,0.0,
1339,1339,-1.457991758371655,1.3303299948125338,-2.8184853316261895,2.1288225164914047,-0.8605852096273445,2.1713819496150983,-1.125752809401602,-1.3257109221796792,1.9979084850700515,-2.106866244993247,-1.4603175142629854,-0.06389748220565294,0.5770188134462333,-2.4701968964195236,2.3334892351091443,0.22096403611521143,-2.9890846161884257,1.375582865479482,-0.6941803658775203,-0.08955443464502233,0.801413010303359,1.026066367747279,-2.0194614466328717,2.5051158565725244,1.0594502888907247,1.5097392543091792,-1.7975073627985796,-2.394704752965363,0.4007952979484837,-0.2612587206371556,-0.37631938978590573,0.31849024027937056,0.0,
